policy_number,fraud_reported
439844,0.015995353
786957,0.0001348951
936543,0.0473144
844117,0.028659597
623032,0.002297419
485372,0.00093491137
419954,0.010581586
259792,0.008502889
718829,0.8251211
965768,0.0022308433
398102,0.0008515862
651948,0.9800702
217938,0.20756458
439049,7.626165e-05
976971,0.01064917
356768,0.00030368625
442795,0.5442184
116700,0.00016024255
863749,0.014646096
291902,0.0017930306
179538,0.06620801
843227,0.9942826
263108,0.5706573
663190,0.0052966443
900628,0.67793655
338070,0.053889226
779156,0.90731823
589094,0.27773175
828890,0.010351002
497929,0.52040684
193442,0.1388215
156694,0.005654453
982678,0.35973102
679370,0.000347364
272330,0.011762119
315631,0.022375606
445195,0.0048258477
914815,0.009206903
