policy_number,fraud_reported
143972,0.14667943506562264
910604,0.0059716415666874485
465065,0.8310662199888164
463237,0.4318922098582697
965187,0.6916893228900928
689034,0.6018847694250442
608039,0.027355268641621393
153027,0.006328913428469832
630226,0.8313260282584103
246882,0.009343935001163232
427484,0.0015446712016697157
952300,0.01962861707299359
302669,0.3238901921708672
815883,0.7850239932834331
307195,0.0030152864542175137
475588,0.9025238423953402
863236,0.0018468418291492591
806081,0.027308035785821333
429027,0.019891150586860928
342830,0.0017905221283576415
395983,0.006440401974534067
439828,0.00838681703697004
283925,0.010893533749662166
331170,0.0023417124368398036
553436,0.04204573206008629
378588,0.7469585370875753
500384,0.008699118230784684
227811,0.9798533248200093
178081,0.005977624363572034
193213,0.025370978795443543
512894,0.05917381485749768
343161,0.007793061307871363
803294,0.0044915436741008365
922167,0.9405486453979475
253791,0.8510231959461948
489618,0.0028570894027148876
942504,0.01263093925444136
932097,0.02738284888706523
391003,0.003460688067112161
378587,0.8677495987502415
941851,0.008361880770449307
394975,0.011022703173960582
187775,0.9442057178561872
322609,0.08289962499116682
275265,0.01206555181729858
935277,0.004889284937852335
674570,0.013291472384973153
984948,0.0357806181292333
824728,0.0048535413085206746
717044,0.004232629908932293
248467,0.0035978609363014613
876714,0.002568208474831805
856153,0.00457159320207891
463727,0.009515739161105286
753844,0.14275737247031176
200827,0.022126215682020504
442494,0.263525748136444
290971,0.002735866552279176
482495,0.014572593101322796
871432,0.27009470777027805
360770,0.009234324419034616
238196,0.33357578732456106
106873,0.011032627911351104
627540,0.02171885954389666
527945,0.03601627285268315
873384,0.847704027878305
898573,0.004283178897292559
427199,0.009850705804488175
261905,0.9881693236598729
593390,0.010082017612135013
369941,0.01641610924446001
204294,0.019426299749441663
469966,0.004334334366437283
411289,0.014095637144614677
172307,0.6995071116511637
391652,0.96145396697396
687698,0.0069617117939822
484200,0.0013304964000794776
502634,0.0017169162310568576
171254,0.004536824091110784
979336,0.18583256726234718
175553,0.0038546982961625343
134430,0.005997687567058242
736882,0.005124760109339978
426708,0.007219736758869335
872734,0.7656445655332911
626074,0.0034552477410853873
840806,0.01462237382749625
810189,0.005211456469902225
272910,0.014130724547123844
506333,0.46866635645142585
431478,0.8211508025430297
279422,0.8082610362582676
525224,0.003415275338827458
725330,0.003116511442077091
227244,0.0013013240496142651
524230,0.09569368519042991
663938,0.010983974030381656
457244,0.91952736234251
792673,0.021912669894989547
517240,0.9064813924488759
596914,0.008855660038953304
439844,0.779607695790397
786957,0.0028003226254934245
936543,0.0117059735892148
844117,0.1196766707362657
623032,0.012525227876625461
485372,0.0069622515906277715
419954,0.020076613510716587
259792,0.01582877779252046
718829,0.9034303538613319
965768,0.021622532592577095
398102,0.019007275663390177
651948,0.7100831465075752
217938,0.22367607494112207
439049,0.034187104538230456
976971,0.012006541095058554
356768,0.0066532258153825866
442795,0.9663737875968916
116700,0.0017906181243475144
863749,0.010308832196419876
291902,0.06840640811432615
179538,0.018060209639359184
843227,0.6202889444482645
263108,0.23961254366163812
663190,0.0014547194203944514
900628,0.799485326664914
338070,0.038318236358493005
779156,0.39869527877433614
589094,0.9592382905352681
828890,0.04159852552729631
497929,0.6168581739391716
193442,0.033314622991585274
156694,0.008345602979237208
982678,0.3983064366911319
679370,0.0031199691740896587
272330,0.01028343228430071
315631,0.0017624142964048882
445195,0.009291709653374098
914815,0.0061900432841104315
