id,label_0,label_1,label_2,label_3
100087,522.0721,466.06943,209.52547,42.69676
100088,614.604,526.7636,459.98193,158.82176
100089,138.6524,-1.2760928,154.77379,261.8467
100090,534.2813,447.1069,385.55685,107.86469
100091,445.0789,408.6878,252.95244,6.153552
100092,437.45453,339.11353,259.29947,13.998519
100093,541.5878,402.35468,354.65015,25.125538
100094,216.77498,166.53734,-51.20943,-175.37512
100095,114.35957,-62.925213,100.66815,384.98978
100096,482.28394,423.4217,261.98065,16.38081
100097,421.8992,352.2604,166.817,-157.25728
100098,601.72235,525.2974,400.42865,-2.3731124
100099,467.45798,418.43036,199.42769,-10.98319
100100,354.73477,295.5,199.07933,-23.020496
100101,735.3206,670.53217,431.5605,176.94691
100102,389.06927,288.63403,300.60938,119.70253
100103,713.47687,654.19635,392.493,57.48216
100104,476.27667,378.5282,276.62152,-32.049603
100105,309.82468,243.79207,188.47418,-61.065937
100106,-19.584187,-181.29738,-18.42528,206.24535
100107,111.57437,20.046812,-94.34456,-193.28226
100108,229.69806,174.15933,132.14357,37.098576
100109,779.19806,688.09564,746.8726,353.897
100110,78.865906,91.116615,-101.38306,-280.41595
100111,-84.18629,-238.32309,-71.8377,304.04578
100112,-170.70929,-276.75803,-74.48584,145.57263
100113,410.17944,344.09076,227.40672,-27.044964
100114,729.53156,706.1031,507.89258,-65.16798
100115,799.4854,731.94147,430.8767,190.36868
100116,-6.218945,-128.42216,-53.518932,183.06297
100117,-175.68323,-304.0368,-140.45465,279.38052
100118,216.94324,73.503,135.52069,-30.394697
100119,-19.470581,-101.94197,48.009228,4.759413
100120,270.142,153.46883,226.33018,235.07425
100121,180.03732,92.163765,289.45554,219.44186
100122,309.76273,221.06493,-8.557493,-198.82487
100123,353.74557,279.71667,152.26416,277.26797
100124,118.40678,64.36534,-64.06747,-250.24963
100125,587.64197,537.1884,217.79266,42.938946
100126,555.1867,496.83386,309.08356,-75.408424
100127,-257.92975,-444.08,-241.0492,126.16187
100128,215.85428,266.5517,-137.49629,-437.00143
100129,185.08018,150.18398,-71.262245,-125.55509
100130,119.83604,71.9649,114.46277,-4.4060354
100131,-67.59564,-235.80122,-64.24288,245.98163
100132,248.74463,85.76354,242.19029,397.42374
100133,-52.662975,-164.44333,-12.723373,125.14754
100134,164.367,102.13204,110.24049,-22.357376
100135,613.0979,557.5181,345.09335,202.83522
100136,-126.42509,-293.40417,-50.83122,315.36935
100137,371.07462,284.57895,268.5571,-34.87006
100138,503.6924,436.9279,205.73851,10.716899
100139,-97.50022,-227.8391,-33.88719,259.73978
100140,9.772068,-12.735416,39.663666,-125.361115
100141,72.88419,-3.9434893,127.528915,107.81646
100142,321.9183,221.75026,8.453375,70.935684
100143,215.38895,171.9169,153.92223,59.27087
100144,228.1524,164.09355,109.99727,86.12533
100145,240.36371,165.39095,117.24602,10.193744
100146,421.40942,373.1206,54.713543,-38.088634
100147,226.34726,144.61829,217.6536,-6.0340376
100148,-77.41909,-114.6373,-25.030111,-23.67241
100149,375.27933,307.17188,211.77419,66.93684
100150,68.25266,-22.92517,-211.658,-44.7505
100151,394.1495,351.3482,377.69235,-75.71253
100152,227.92368,161.35268,55.23715,-25.938446
100153,78.42446,-79.13021,65.90515,269.05225
100154,226.65112,180.38966,-101.12115,-67.66146
100155,-128.97984,-288.04376,-26.360353,252.19531
100156,789.55365,691.6497,738.7726,339.27875
100157,668.5196,586.7353,383.46857,12.701686
100158,307.43964,259.8744,150.52063,9.193995
100159,675.16125,571.7132,526.2647,214.06113
100160,272.66287,301.6737,-14.419962,-46.612835
100161,210.22954,123.253494,328.26254,97.09655
100162,-20.941006,-171.78542,9.208683,228.94156
100163,644.7752,572.31964,385.1346,192.60393
100164,330.92593,295.0357,256.50464,-20.947216
100165,595.6119,532.3909,315.1084,31.65675
100166,334.49283,262.0996,222.38226,70.31164
100167,401.72235,310.76077,255.13495,147.49188
100168,444.2889,376.86502,306.72507,-29.237171
100169,1018.8708,932.61487,724.9071,43.996334
100170,402.45224,312.4728,191.73946,29.385532
100171,182.46886,88.66744,-147.79485,-36.299385
100172,493.4231,436.74384,292.61557,12.4386015
100173,328.9682,263.12457,200.87187,-49.668472
100174,274.8549,212.31868,179.68446,14.562797
100175,216.37538,127.84571,183.45837,155.25632
100176,10.358772,-147.33484,94.08926,271.22318
100177,159.95634,17.673096,62.963432,285.43082
100178,542.2466,428.41412,484.0454,-14.588059
100179,386.23203,334.6019,280.04398,-13.446805
100180,-111.9966,-272.07126,-120.967415,158.24014
100181,95.084145,-12.308014,60.54388,177.79248
100182,894.73804,803.4118,652.06854,2.9051926
100183,350.33102,298.1927,217.18571,-61.47139
100184,119.44015,57.291615,-185.67644,-3.961995
100185,139.57637,75.70852,-31.415972,-81.75541
100186,259.0898,202.16115,-140.45021,-93.03254
100187,289.0918,311.81088,2.6682644,-96.34442
100188,161.872,82.36135,285.24545,115.15177
100189,514.8966,427.10785,323.52252,127.07192
100190,526.8368,471.65884,271.19644,124.41198
100191,743.83954,685.93475,402.50925,198.3801
100192,732.70215,684.7138,413.1173,148.83638
100193,15.848602,-45.659065,-120.85978,-25.973185
100194,360.42004,288.58954,171.82976,-34.66347
100195,300.66757,322.4154,269.14624,-12.251878
100196,419.6649,362.34015,212.04942,19.932964
100197,452.09836,377.60852,234.50249,-13.1258135
100198,156.98286,113.96911,-19.880087,-123.88745
100199,230.47386,142.08429,66.292,-21.766714
100200,33.31809,10.03994,-25.313997,-255.285
100201,373.3726,303.69168,98.28954,-11.331723
100202,-258.6306,-413.1477,-184.9014,254.6058
100203,331.37833,264.74265,228.22874,96.498505
100204,151.06778,83.01599,278.86212,132.46082
100205,-7.230973,-165.86833,15.004814,296.77902
100206,145.5051,96.407715,281.7939,106.08981
100207,-10.924503,-179.77737,35.49686,320.58246
100208,330.4142,283.42477,172.5011,-3.6948135
100209,320.10336,283.8537,268.00763,-9.460015
100210,206.19267,81.51312,149.4936,-64.20609
100211,-68.842735,-227.39508,-50.697933,170.43965
100212,230.45767,254.4456,-25.624125,-82.50164
100213,182.86388,125.64176,130.28957,63.20277
100214,260.70947,289.9356,-13.473053,-104.66537
100215,737.36163,665.96857,365.30142,19.45953
100216,156.79321,80.60229,90.68509,27.318298
100217,376.44864,298.86572,253.79002,-1.9795349
100218,379.9316,323.97134,221.57335,-54.42702
100219,376.90366,269.3602,220.60806,141.29079
100220,108.00932,-3.9680293,183.15967,65.46025
100221,572.63965,509.69025,253.75444,61.61948
100222,225.4876,169.85603,38.362347,-134.33392
100223,278.76877,196.58957,126.09656,34.792233
100224,183.23688,208.90022,-87.98136,-130.80772
100225,115.67567,109.02618,-19.70867,-324.94955
100226,121.45533,45.14774,27.67468,-40.31445
100227,763.33435,687.8605,469.7426,190.87173
100228,761.0518,654.747,573.9556,-81.85616
100229,308.95132,241.1511,421.64758,221.13785
100230,135.15654,93.01451,259.13507,79.015274
100231,35.394535,-4.2344646,68.93738,-68.24543
100232,558.04645,519.8139,320.741,107.19077
100233,701.33057,564.1532,529.5503,215.15134
100234,560.8117,515.3748,392.92908,27.239841
100235,441.41302,357.37366,247.24585,-0.5778091
100236,351.2179,261.76172,-28.612165,-194.35898
100237,-321.26273,-432.8732,-178.28049,233.55371
100238,166.70529,104.01327,-50.055065,-48.114872
100239,640.4984,464.43304,506.44772,179.73758
100240,293.33658,248.55702,179.08403,-73.440094
100241,341.86172,302.76422,348.54517,-69.45289
100242,498.41095,466.6311,630.8643,117.38112
100243,360.46597,299.74466,119.87687,36.706448
100244,338.6418,248.55238,429.25217,133.14827
100245,400.34955,316.17108,299.18036,0.09664464
100246,394.6315,319.21948,270.27582,0.32883
100247,214.69943,154.8281,192.28644,64.489586
100248,566.122,463.21417,403.23914,-175.37387
100249,-29.77752,-130.54951,39.3161,242.73102
100250,64.87285,38.39756,-63.56828,-157.6659
100251,198.75099,134.93333,297.14655,62.407295
100252,75.70698,-37.605915,14.864333,183.08304
100253,640.8261,549.9785,446.03787,63.130093
100254,685.0568,608.13324,337.3206,-89.78982
100255,401.2576,321.33536,331.87665,99.25338
100256,354.48132,278.1374,257.6149,113.95013
100257,772.4279,708.2617,422.6261,21.411968
100258,355.34937,272.69022,246.59639,-49.90008
100259,-270.06332,-378.54218,-169.59955,194.22565
100260,397.0894,270.95966,543.4347,256.75192
100261,-259.55634,-413.11664,-220.34666,129.37372
100262,11.263504,-160.409,39.26314,328.2399
100263,-106.58435,-234.588,-275.99042,-351.46808
100264,356.196,288.8931,222.80363,45.885044
100265,520.19025,458.4124,143.74594,40.36778
100266,-96.63343,-267.1449,-104.7361,249.87283
100267,272.5352,204.93654,142.57442,31.471706
100268,-28.332623,-129.37326,-13.255358,147.66429
100269,358.02707,285.96796,247.23871,87.22678
100270,68.91161,-75.27394,38.327496,132.34431
100271,688.738,622.0489,277.4132,167.8478
100272,215.4337,98.62939,215.60103,170.74744
100273,405.22195,300.8479,284.42084,129.11284
100274,400.24863,327.41595,140.57722,-27.923626
100275,406.15268,383.07782,148.10184,-51.585194
100276,57.451496,55.97597,75.89833,-216.50218
100277,184.92935,113.610886,86.959015,37.654568
100278,249.95139,173.71698,-141.46365,-3.593373
100279,463.9181,376.585,231.51689,171.55264
100280,439.61844,394.99228,134.93327,41.17378
100281,219.9004,178.84312,170.60777,4.80387
100282,255.57474,178.4644,331.1904,231.50941
100283,415.05063,244.92207,237.98347,144.59775
100284,381.33408,291.15195,303.29837,184.21764
100285,185.7563,91.486435,96.45018,76.9911
100286,98.73181,54.44152,225.7989,-111.15607
100287,662.0461,556.9973,460.50745,38.198444
100288,517.6093,448.58746,242.85732,-99.062874
100289,169.72293,96.582726,232.6888,165.5013
100290,-24.463413,-157.5926,21.163574,370.2211
100291,625.67474,551.9297,267.77194,122.42006
100292,431.46964,366.90546,309.38043,69.67277
100293,186.7738,99.70765,101.88365,81.93406
100294,111.72671,-31.911259,-54.344112,-196.443
100295,664.59906,586.8735,437.00058,122.78515
100296,276.12143,218.6632,292.14188,34.6542
100297,468.65585,351.3197,316.16983,6.921527
100298,-12.594135,-165.88213,-6.376581,387.16458
100299,140.90616,51.59898,58.646847,14.181304
100300,462.37466,301.0242,345.24005,222.85338
100301,330.68143,274.22632,209.9026,69.22619
100302,224.32977,108.792015,11.071657,37.186237
100303,481.72464,407.82343,203.48615,70.76538
100304,87.63242,43.617363,6.641421,-193.9036
100305,663.26447,604.29724,338.04352,81.672874
100306,468.9106,351.18246,349.42175,139.54005
100307,442.16196,326.0639,271.40717,150.37462
100308,361.58847,291.69403,125.983986,237.83463
100309,270.98343,202.24474,51.010223,-31.932755
100310,59.15,-96.24445,118.39805,186.75626
100311,521.7834,407.14606,496.48688,323.58902
100312,617.5904,550.76306,327.58362,41.202526
100313,-50.21334,-209.70435,-0.9272479,285.0436
100314,703.8666,630.3422,425.0758,196.0874
100315,189.49217,208.37172,-69.24156,-137.86993
100316,137.05664,62.39449,257.0127,164.68523
100317,45.39282,-91.34314,60.522633,301.75735
100318,606.7662,525.20306,274.84796,-95.269325
100319,380.01416,314.88538,246.54303,58.078167
100320,539.68756,534.40375,435.33228,26.03487
100321,402.3503,329.04807,131.76207,-52.091953
100322,187.53835,155.34825,-147.43771,-62.857533
100323,440.08096,373.06918,159.76622,41.951946
100324,67.23391,-93.73426,61.97193,372.61526
100325,330.8924,229.6004,140.96916,30.045605
100326,715.2569,661.5234,406.4435,35.621967
100327,399.55994,319.2805,231.80498,28.011532
100328,744.7612,641.1659,502.15433,62.662594
100329,72.51134,-74.54132,25.521294,242.23688
100330,186.12366,88.667625,251.3862,-35.647015
100331,796.82996,709.0533,444.57605,20.625202
100332,111.71942,31.077572,-4.18583,-20.817165
100333,458.06436,393.9879,307.61887,75.74825
100334,536.881,458.67822,288.56396,195.7586
100335,379.4202,307.74344,211.23724,149.58603
100336,231.50769,74.07723,133.19553,-30.655977
100337,539.73413,460.38116,296.71176,15.197413
100338,729.192,674.34924,399.1022,34.989895
100339,524.5992,435.40466,305.7434,106.06729
100340,43.491817,62.094036,-91.296646,-279.99002
100341,135.25241,27.208517,47.014812,-2.2119339
100342,651.336,552.8038,318.99982,-45.502262
100343,183.65872,87.91531,174.97142,141.44632
100344,497.8729,431.61502,202.5989,53.760677
100345,156.7502,81.309265,95.66739,55.424675
100346,391.35068,328.51385,250.63116,-38.25331
100347,272.97647,188.4282,259.1637,124.23872
100348,498.2523,431.30753,250.63177,99.779106
100349,420.80124,335.1591,328.11783,95.01364
100350,226.43332,201.88298,-138.68463,-116.42952
100351,-97.11313,-195.3067,-77.4783,86.70457
100352,799.1203,734.6565,462.31976,203.8938
100353,508.2025,471.01193,239.65886,-39.53304
100354,399.55487,326.5763,247.41539,-39.195766
100355,-239.4766,-379.96313,-128.73271,287.3174
100356,6.423488,-131.42665,20.947874,334.96176
100357,259.0272,184.51176,165.87503,32.378628
100358,752.5042,624.5617,661.5064,94.907936
100359,514.4918,433.78778,284.0914,23.41629
100360,300.04877,213.06691,33.671333,115.64689
100361,649.3735,548.56976,500.68774,-136.61185
100362,511.71442,445.9197,194.97627,64.662155
100363,507.8765,420.50024,229.37834,16.587658
100364,221.11197,198.58748,-99.938965,-405.0002
100365,391.6153,294.2536,287.85117,-28.66192
100366,198.86267,130.11661,176.1376,-30.014626
100367,602.83795,535.4084,305.31317,35.874332
100368,363.0303,351.30566,206.53589,-12.136769
100369,338.71518,282.63583,358.59283,91.45371
100370,707.08954,648.5079,369.27438,49.268154
100371,430.1157,323.0249,338.2748,147.16118
100372,191.84764,140.17,129.03009,-126.92225
100373,749.2246,663.9443,469.37042,210.64958
100374,134.99063,23.90393,144.13802,20.126083
100375,702.2209,619.2139,430.80692,-7.748639
100376,288.45383,336.53485,13.16445,-154.97505
100377,420.36844,334.80362,41.18141,-340.26486
100378,250.53802,199.81856,172.77481,79.88964
100379,22.1814,-99.06528,-13.291977,219.31845
100380,368.10104,285.4068,279.9013,26.962833
100381,336.05707,271.42255,116.61894,15.578563
100382,459.29214,354.07678,382.5925,159.92813
100383,10.901112,-150.55482,36.70718,424.5242
100384,90.52206,31.628117,225.37346,80.81126
100385,68.73097,-25.344536,116.47042,55.3291
100386,570.6547,502.51648,346.46887,62.733036
100387,401.3461,334.10907,227.01955,-77.56045
100388,42.836987,38.8452,-62.927227,-118.662285
100389,450.15717,350.42773,407.33255,219.72975
100390,450.76163,331.28476,399.15387,280.59344
100391,552.87964,492.97583,245.7559,87.08848
100392,329.86627,249.16042,114.25064,207.09706
100393,497.94794,368.64282,328.06757,119.95399
100394,398.80884,289.94202,428.39767,71.20327
100395,-125.73936,-251.58519,-89.30281,219.2047
100396,584.56287,509.7249,319.28638,83.24054
100397,4.7332644,-148.41092,-33.851177,231.65782
100398,291.7172,258.7048,303.2212,69.45501
100399,435.93027,363.9386,238.37126,-123.13682
100400,323.56418,241.06798,369.92023,119.51002
100401,-24.10017,-12.526064,64.74234,-253.46918
100402,144.44897,78.31469,328.06058,39.86893
100403,84.69387,50.706364,87.56057,-86.34809
100404,2.2257724,-46.7714,113.353386,-94.09892
100405,-21.933498,-180.86942,-28.323685,268.68436
100406,456.2318,405.19385,125.051414,-10.840192
100407,224.48465,155.64641,130.90182,50.920998
100408,302.4688,212.75978,150.58961,112.103035
100409,465.77097,337.93015,358.1957,45.436626
100410,399.59833,360.26526,236.10838,49.28766
100411,41.712154,-0.84996057,102.55978,12.303475
100412,328.91766,197.91881,149.04639,6.9601927
100413,29.394585,-98.274124,8.861685,294.75388
100414,174.79587,69.046165,289.19754,193.27823
100415,257.6226,268.3422,149.32706,-52.16949
100416,11.790821,-23.564651,65.72981,-19.260908
100417,-69.62588,-208.06813,-37.34203,114.87531
100418,202.38123,113.25005,127.89047,116.92693
100419,603.16986,540.92596,306.7017,38.84618
100420,-167.13544,-332.55057,-147.4969,209.22021
100421,-114.18928,-285.4771,-74.23328,261.08624
100422,347.8605,256.10187,88.36927,-25.476513
100423,-8.708866,-182.09238,9.5952425,332.58255
100424,286.032,197.2421,436.15182,160.26686
100425,679.76086,628.2798,440.50897,123.42928
100426,410.74435,332.47818,203.31425,41.482166
100427,405.57925,341.93524,188.75735,-98.83604
100428,256.87222,181.9139,135.55168,16.087112
100429,711.1129,551.41095,557.8011,203.08784
100430,347.38644,298.7942,168.41853,16.999134
100431,63.74338,-13.711155,40.306843,11.344792
100432,286.6824,225.39572,213.03104,86.407845
100433,315.48026,201.13536,200.82387,2.69757
100434,886.7991,781.8736,741.67926,58.887547
100435,-105.05231,-116.84009,-42.629173,0.4568045
100436,701.13763,623.0739,351.99292,58.550175
100437,20.0691,-154.95393,68.61725,321.9061
100438,687.008,570.86237,456.56342,80.4976
100439,292.63107,226.4115,201.98308,162.67444
100440,71.78278,-81.27557,84.79434,333.86618
100441,155.57301,103.21659,75.42805,-17.596
100442,256.64215,184.3007,199.49315,-30.425346
100443,171.54999,62.20827,283.99454,170.76718
100444,53.84332,-49.561996,28.13547,180.0188
100445,46.361343,-84.48212,49.557987,315.4277
100446,144.62807,63.586376,77.15241,-5.105859
100447,151.64795,44.866985,120.90202,62.63653
100448,342.88058,267.65765,217.96854,-7.8234873
100449,350.4202,268.05365,253.4167,21.291348
100450,173.49078,186.98499,-117.00901,-171.37724
100451,731.81146,628.371,676.5275,302.22165
100452,607.05927,534.69806,253.09456,-179.02997
100453,78.55464,104.9918,-152.21135,-151.08185
100454,86.27621,25.64376,-109.267365,-153.22194
100455,402.5595,347.8408,220.76555,150.19771
100456,785.58844,702.909,399.23727,40.54379
100457,99.61861,27.774973,156.51646,41.919147
100458,369.3725,306.11072,151.9037,157.56494
100459,657.5157,597.50134,274.41373,-19.679249
100460,-213.97493,-363.65363,-196.97853,279.39294
100461,431.74432,363.53607,44.6935,5.3917494
100462,724.4078,533.48474,517.28876,-29.074661
100463,415.9856,336.0039,271.9239,18.239956
100464,534.3483,488.04007,145.4706,40.789577
100465,264.34125,163.07106,181.76172,142.66049
100466,315.65942,241.88239,411.25946,120.31972
100467,69.92191,4.9979973,89.57816,47.742023
100468,138.26266,25.526943,-10.367741,-19.03596
100469,53.636517,-104.49322,12.495702,284.02878
100470,362.02386,301.54904,258.78122,-37.828857
100471,27.319073,-139.01514,-14.179794,178.58746
100472,336.10703,236.9061,230.4227,159.21046
100473,569.9256,472.25433,336.963,-45.888905
100474,356.77344,275.82596,262.22308,-14.50874
100475,758.4754,638.5691,610.6389,-71.94996
100476,171.79163,112.81755,98.2562,-10.784862
100477,658.7725,633.94116,361.56445,136.04526
100478,534.1608,491.48105,164.4067,13.462489
100479,427.45206,323.16425,249.20425,47.453426
100480,687.80963,594.0101,462.94043,53.19766
100481,367.3879,271.3222,197.39372,30.579891
100482,467.30313,447.08655,232.11292,-34.563168
100483,-157.35783,-314.08557,-151.43102,162.84464
100484,759.00684,712.2366,357.95767,211.91812
100485,848.57056,734.1835,842.3708,350.29642
100486,408.0809,354.3778,132.98967,-142.81393
100487,271.7568,220.56708,41.16251,-88.70608
100488,652.2014,587.2051,393.20203,60.124905
100489,-112.43194,-265.99835,-98.98534,194.10667
100490,70.308014,10.337574,-22.16239,-56.937767
100491,-75.29122,-131.29619,-4.2074957,135.26929
100492,382.38248,305.3363,271.6854,-1.5643508
100493,226.5229,147.40854,84.24826,-29.608593
100494,719.9844,651.5583,403.84137,-39.228596
100495,245.41945,197.32411,199.95949,47.58186
100496,309.00085,243.64278,381.7448,236.23903
100497,347.42398,253.08925,318.5408,75.991684
100498,80.61227,28.408195,90.79239,46.248795
100499,387.15482,439.32053,367.87994,0.8907807
100500,173.99469,120.755806,-68.22208,-148.42172
100501,356.95694,285.65848,202.29199,-110.98198
100502,91.14576,34.202503,238.24991,59.21347
100503,32.35425,-78.02079,26.624784,202.47047
100504,-16.335957,-202.43669,-47.315086,252.30127
100505,365.20883,280.00653,185.78139,12.214358
100506,784.9747,687.8647,742.4905,351.81723
100507,327.3097,268.1922,201.2303,-69.878136
100508,351.32352,264.50296,253.0497,-8.991567
100509,-63.605,-230.87074,-52.60867,280.65964
100510,260.27686,186.69435,148.85616,6.8726187
100511,372.5956,249.31209,198.33382,51.34847
100512,567.4451,496.58356,300.98825,26.107014
100513,519.8582,485.81143,268.44778,22.322308
100514,622.8911,519.3667,462.09726,53.797443
100515,154.64348,29.658962,8.674793,-37.840557
100516,118.38064,51.412296,184.50298,-47.901283
100517,343.3159,276.38568,105.10517,-33.358105
100518,-29.253742,-196.96114,20.58388,320.4539
100519,201.65398,157.2272,103.32018,31.329304
100520,237.42807,156.56883,323.4068,219.1513
100521,607.9683,536.0629,308.1425,119.16869
100522,231.96257,140.84898,64.319565,-71.324394
100523,328.66415,235.27226,400.21375,121.402954
100524,530.39215,460.23743,336.55612,-23.144283
100525,447.96176,367.35098,447.08405,40.515385
100526,242.90524,162.89339,126.3268,25.244717
100527,706.7577,608.0433,524.7602,84.99371
100528,364.18515,359.68097,254.05772,12.387164
100529,651.2515,581.1744,443.98035,73.93262
100530,-72.83297,-145.8484,11.396566,-253.87344
100531,161.26375,120.110504,196.66774,-55.9537
100532,237.8718,177.03957,81.03348,-63.101612
100533,6.5071216,-153.20822,17.371607,412.66074
100534,414.95566,314.39517,243.61679,-45.176723
100535,200.34113,109.90702,333.95145,204.59976
100536,62.154606,-92.6386,92.90306,300.59976
100537,552.4852,483.4521,287.3297,-84.130394
100538,262.99686,175.38617,298.3028,148.75972
100539,149.95985,86.49352,133.52046,41.685463
100540,241.37526,129.28564,49.987392,55.255234
100541,-175.19539,-310.4108,-130.32123,230.27158
100542,142.35849,72.33808,271.97778,131.64311
100543,-18.71267,-188.74565,37.066124,265.57895
100544,719.52216,610.8771,480.87073,64.37881
100545,351.2996,288.82358,323.43445,170.94751
100546,373.207,300.54596,222.92987,-7.6081514
100547,86.12427,-30.903717,14.74324,-0.6533668
100548,691.6254,586.1629,499.83173,52.355877
100549,500.55057,411.95483,337.09238,172.07541
100550,-104.89129,-238.50821,-59.016426,246.70181
100551,875.95605,771.7333,747.8243,45.209755
100552,816.51154,744.87726,512.4954,192.74913
100553,318.8107,233.12422,240.431,-18.688522
100554,356.9593,269.53778,223.3296,80.56814
100555,539.2985,500.66974,355.65652,31.113941
100556,863.176,744.41486,753.20197,331.77054
100557,219.50525,110.63587,218.3101,-15.629237
100558,359.72043,277.17896,56.676937,68.69158
100559,628.85913,560.4334,327.05927,67.483864
100560,513.33636,421.1366,346.02774,139.58133
100561,243.0167,194.01735,154.34212,26.18107
100562,386.2103,336.564,184.83563,-86.21526
100563,361.296,277.12567,237.06184,-66.575584
100564,376.35764,297.4278,214.20667,79.828735
100565,122.12164,48.47871,266.71948,71.22278
100566,-135.84343,-305.41495,-106.45758,333.329
100567,248.50868,178.9233,-16.043404,-35.71552
100568,192.45941,126.09843,11.892973,-47.42772
100569,432.0764,400.73413,133.92155,-75.30485
100570,24.823742,-123.70865,60.393013,291.76712
100571,-102.743744,-212.95879,-251.30194,-5.9722967
100572,250.80339,179.25615,100.19153,-40.679173
100573,19.071404,-88.38447,-9.283848,157.5759
100574,338.88058,236.8603,230.2135,22.038246
100575,155.55824,78.21312,30.032501,17.881779
100576,362.8431,264.38324,194.34712,230.65552
100577,263.13235,156.84247,209.82988,28.783934
100578,199.80048,224.25943,-105.979614,-84.99281
100579,67.94262,25.793762,214.29765,-26.08582
100580,425.35944,384.904,119.019455,-73.16065
100581,183.1571,84.15706,82.3353,33.839855
100582,292.87634,252.01363,81.25039,-133.40417
100583,253.36858,169.50667,132.43076,24.000202
100584,318.64868,261.55432,100.113495,-59.693134
100585,37.043453,-64.35822,47.054146,73.93576
100586,483.42117,414.805,353.19104,183.66275
